danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.791,0.686,0,-7.738,0,0.0554,0.352,0.0,0.31,0.796,85.035,audio_features,4YVCdVTzQkTpDs0uW4gCNm,spotify:track:4YVCdVTzQkTpDs0uW4gCNm,https://api.spotify.com/v1/tracks/4YVCdVTzQkTpDs0uW4gCNm,https://api.spotify.com/v1/audio-analysis/4YVCdVTzQkTpDs0uW4gCNm,210175,4
0.721,0.785,4,-4.428,0,0.0593,0.286,0.0,0.112,0.648,101.882,audio_features,2CkB6RzpUDltI7P82bpFMZ,spotify:track:2CkB6RzpUDltI7P82bpFMZ,https://api.spotify.com/v1/tracks/2CkB6RzpUDltI7P82bpFMZ,https://api.spotify.com/v1/audio-analysis/2CkB6RzpUDltI7P82bpFMZ,196587,4
0.824,0.673,10,-6.468,0,0.101,0.32,0.0,0.221,0.519,96.013,audio_features,3M3hB5RrzlvfZFyWIFExWD,spotify:track:3M3hB5RrzlvfZFyWIFExWD,https://api.spotify.com/v1/tracks/3M3hB5RrzlvfZFyWIFExWD,https://api.spotify.com/v1/audio-analysis/3M3hB5RrzlvfZFyWIFExWD,216038,4
0.705,0.78,1,-7.597,1,0.156,0.0264,0.00203,0.242,0.839,137.962,audio_features,4ChcCtxYdSXu4pDIl8A0xe,spotify:track:4ChcCtxYdSXu4pDIl8A0xe,https://api.spotify.com/v1/tracks/4ChcCtxYdSXu4pDIl8A0xe,https://api.spotify.com/v1/audio-analysis/4ChcCtxYdSXu4pDIl8A0xe,213053,4
0.728,0.921,1,-3.261,0,0.123,0.466,0.0,0.0724,0.964,145.422,audio_features,1F33vr3xvpyCZ5hFz8LvSV,spotify:track:1F33vr3xvpyCZ5hFz8LvSV,https://api.spotify.com/v1/tracks/1F33vr3xvpyCZ5hFz8LvSV,https://api.spotify.com/v1/audio-analysis/1F33vr3xvpyCZ5hFz8LvSV,176562,3
0.752,0.656,11,-7.395,1,0.0966,0.331,0.0,0.18,0.831,150.186,audio_features,6r8OgUuKhD5dh1nvoYTV7z,spotify:track:6r8OgUuKhD5dh1nvoYTV7z,https://api.spotify.com/v1/tracks/6r8OgUuKhD5dh1nvoYTV7z,https://api.spotify.com/v1/audio-analysis/6r8OgUuKhD5dh1nvoYTV7z,167600,4
0.872,0.901,4,-5.588,0,0.231,0.101,0.0,0.308,0.778,104.979,audio_features,4nrTbIDXzkRK1YP2ThEQW9,spotify:track:4nrTbIDXzkRK1YP2ThEQW9,https://api.spotify.com/v1/tracks/4nrTbIDXzkRK1YP2ThEQW9,https://api.spotify.com/v1/audio-analysis/4nrTbIDXzkRK1YP2ThEQW9,262171,4
0.75,0.823,1,-7.523,1,0.369,0.291,0.0,0.226,0.747,89.986,audio_features,6uY9ol9Xi6zcWTzjk35boE,spotify:track:6uY9ol9Xi6zcWTzjk35boE,https://api.spotify.com/v1/tracks/6uY9ol9Xi6zcWTzjk35boE,https://api.spotify.com/v1/audio-analysis/6uY9ol9Xi6zcWTzjk35boE,209884,4
0.646,0.752,11,-6.684,0,0.508,0.23,0.0,0.368,0.809,159.754,audio_features,6TUPZoxFdaVyccsQCPf8Rd,spotify:track:6TUPZoxFdaVyccsQCPf8Rd,https://api.spotify.com/v1/tracks/6TUPZoxFdaVyccsQCPf8Rd,https://api.spotify.com/v1/audio-analysis/6TUPZoxFdaVyccsQCPf8Rd,236373,4
0.591,0.592,8,-8.065,1,0.0968,0.158,0.0498,0.261,0.902,125.135,audio_features,1GfRL3CqTz32fdNPbwQHLe,spotify:track:1GfRL3CqTz32fdNPbwQHLe,https://api.spotify.com/v1/tracks/1GfRL3CqTz32fdNPbwQHLe,https://api.spotify.com/v1/audio-analysis/1GfRL3CqTz32fdNPbwQHLe,59266,4
0.59,0.581,4,-3.614,1,0.495,0.348,0.0,0.0775,0.58,72.308,audio_features,7pnqm6UEb7SzpDxb53wULT,spotify:track:7pnqm6UEb7SzpDxb53wULT,https://api.spotify.com/v1/tracks/7pnqm6UEb7SzpDxb53wULT,https://api.spotify.com/v1/audio-analysis/7pnqm6UEb7SzpDxb53wULT,703158,5
0.57,0.872,4,-3.976,1,0.0749,0.527,0.0,0.583,0.369,146.016,audio_features,2BPZCE8hyWgaURPxQNA7pq,spotify:track:2BPZCE8hyWgaURPxQNA7pq,https://api.spotify.com/v1/tracks/2BPZCE8hyWgaURPxQNA7pq,https://api.spotify.com/v1/audio-analysis/2BPZCE8hyWgaURPxQNA7pq,177237,4
0.544,0.649,11,-5.917,1,0.0319,0.711,0.0,0.364,0.303,139.993,audio_features,4q6ceiG7CrOVppLHGGjonv,spotify:track:4q6ceiG7CrOVppLHGGjonv,https://api.spotify.com/v1/tracks/4q6ceiG7CrOVppLHGGjonv,https://api.spotify.com/v1/audio-analysis/4q6ceiG7CrOVppLHGGjonv,214000,4
0.843,0.539,5,-4.376,0,0.0405,0.476,0.0,0.115,0.729,133.014,audio_features,2HzLEPWKXcfpwfmEIUURHo,spotify:track:2HzLEPWKXcfpwfmEIUURHo,https://api.spotify.com/v1/tracks/2HzLEPWKXcfpwfmEIUURHo,https://api.spotify.com/v1/audio-analysis/2HzLEPWKXcfpwfmEIUURHo,153429,4
0.73,0.383,8,-7.095,0,0.363,0.131,0.0,0.0839,0.388,80.973,audio_features,2329XxRFYoAPdQSb4DmjXQ,spotify:track:2329XxRFYoAPdQSb4DmjXQ,https://api.spotify.com/v1/tracks/2329XxRFYoAPdQSb4DmjXQ,https://api.spotify.com/v1/audio-analysis/2329XxRFYoAPdQSb4DmjXQ,248000,5
0.844,0.782,2,-2.754,1,0.0487,0.14,1.28e-05,0.343,0.525,133.088,audio_features,6mJCx80Wc91GPi9ew9bkmD,spotify:track:6mJCx80Wc91GPi9ew9bkmD,https://api.spotify.com/v1/tracks/6mJCx80Wc91GPi9ew9bkmD,https://api.spotify.com/v1/audio-analysis/6mJCx80Wc91GPi9ew9bkmD,129419,4
0.664,0.704,0,0.005,1,0.349,0.778,0.00105,0.069,0.744,80.599,audio_features,3hfCle1QRfbwIpQ1B746lV,spotify:track:3hfCle1QRfbwIpQ1B746lV,https://api.spotify.com/v1/tracks/3hfCle1QRfbwIpQ1B746lV,https://api.spotify.com/v1/audio-analysis/3hfCle1QRfbwIpQ1B746lV,116308,5
0.747,0.8,8,-4.22,0,0.0328,0.132,0.0,0.168,0.718,110.0,audio_features,6X6jKoyw1OjogRghMEQAZV,spotify:track:6X6jKoyw1OjogRghMEQAZV,https://api.spotify.com/v1/tracks/6X6jKoyw1OjogRghMEQAZV,https://api.spotify.com/v1/audio-analysis/6X6jKoyw1OjogRghMEQAZV,190272,4
0.637,0.703,7,3.233,1,0.201,0.271,0.0,0.312,0.721,84.295,audio_features,4sAoshwHCmh4IHMQxZHwRD,spotify:track:4sAoshwHCmh4IHMQxZHwRD,https://api.spotify.com/v1/tracks/4sAoshwHCmh4IHMQxZHwRD,https://api.spotify.com/v1/audio-analysis/4sAoshwHCmh4IHMQxZHwRD,116308,5
0.711,0.59,6,-5.967,0,0.271,0.26,1.83e-06,0.0798,0.702,86.429,audio_features,24R0oyjvhV4HIFFvoK3XkP,spotify:track:24R0oyjvhV4HIFFvoK3XkP,https://api.spotify.com/v1/tracks/24R0oyjvhV4HIFFvoK3XkP,https://api.spotify.com/v1/audio-analysis/24R0oyjvhV4HIFFvoK3XkP,121384,5
0.646,0.871,4,-6.195,1,0.219,0.172,0.0,0.765,0.624,79.994,audio_features,42JNab8NPeCADJ9D3Cl5wS,spotify:track:42JNab8NPeCADJ9D3Cl5wS,https://api.spotify.com/v1/tracks/42JNab8NPeCADJ9D3Cl5wS,https://api.spotify.com/v1/audio-analysis/42JNab8NPeCADJ9D3Cl5wS,133547,4
0.53,0.855,2,-3.972,0,0.0807,0.418,0.0,0.48,0.38,159.966,audio_features,7vCtJ5u7dFM4tAWtgFf4l8,spotify:track:7vCtJ5u7dFM4tAWtgFf4l8,https://api.spotify.com/v1/tracks/7vCtJ5u7dFM4tAWtgFf4l8,https://api.spotify.com/v1/audio-analysis/7vCtJ5u7dFM4tAWtgFf4l8,172549,4
0.709,0.635,1,-3.836,0,0.118,0.281,6.59e-05,0.08,0.61,170.053,audio_features,6xW61JP2f3hcsbOwn7dzi5,spotify:track:6xW61JP2f3hcsbOwn7dzi5,https://api.spotify.com/v1/tracks/6xW61JP2f3hcsbOwn7dzi5,https://api.spotify.com/v1/audio-analysis/6xW61JP2f3hcsbOwn7dzi5,271059,4
0.837,0.636,10,-4.206,0,0.0521,0.239,0.0,0.0683,0.857,129.891,audio_features,0oQCRjrWGvkqkdf82UlXI3,spotify:track:0oQCRjrWGvkqkdf82UlXI3,https://api.spotify.com/v1/tracks/0oQCRjrWGvkqkdf82UlXI3,https://api.spotify.com/v1/audio-analysis/0oQCRjrWGvkqkdf82UlXI3,127385,4
0.675,0.565,1,-3.303,1,0.433,0.491,3.33e-05,0.0595,0.802,122.094,audio_features,1jN0ysNJ2d9VZwVdlgspjr,spotify:track:1jN0ysNJ2d9VZwVdlgspjr,https://api.spotify.com/v1/tracks/1jN0ysNJ2d9VZwVdlgspjr,https://api.spotify.com/v1/audio-analysis/1jN0ysNJ2d9VZwVdlgspjr,115384,4
0.806,0.616,1,-4.308,1,0.05,0.519,0.0,0.669,0.96,123.05,audio_features,2RX89Di479sc53wkaNgt9E,spotify:track:2RX89Di479sc53wkaNgt9E,https://api.spotify.com/v1/tracks/2RX89Di479sc53wkaNgt9E,https://api.spotify.com/v1/audio-analysis/2RX89Di479sc53wkaNgt9E,164241,4
0.629,0.805,9,-4.158,1,0.0452,0.242,0.0,0.556,0.589,124.041,audio_features,2sYFUcurlISdHlAsnYCEgD,spotify:track:2sYFUcurlISdHlAsnYCEgD,https://api.spotify.com/v1/tracks/2sYFUcurlISdHlAsnYCEgD,https://api.spotify.com/v1/audio-analysis/2sYFUcurlISdHlAsnYCEgD,265451,4
0.667,0.838,11,-4.036,0,0.0412,0.307,1.18e-05,0.224,0.34,130.009,audio_features,6r6wTVl7sBndpdlzBSEYnF,spotify:track:6r6wTVl7sBndpdlzBSEYnF,https://api.spotify.com/v1/tracks/6r6wTVl7sBndpdlzBSEYnF,https://api.spotify.com/v1/audio-analysis/6r6wTVl7sBndpdlzBSEYnF,206538,4
0.739,0.707,11,-8.051,0,0.0699,0.627,0.0,0.912,0.816,136.083,audio_features,0I0WaeHgXRRA9sP2LOLoE4,spotify:track:0I0WaeHgXRRA9sP2LOLoE4,https://api.spotify.com/v1/tracks/0I0WaeHgXRRA9sP2LOLoE4,https://api.spotify.com/v1/audio-analysis/0I0WaeHgXRRA9sP2LOLoE4,163575,4
0.821,0.687,4,-3.515,0,0.0551,0.0916,3.14e-06,0.0858,0.869,129.906,audio_features,6GmyQws2xpUFIN5dXBNTrl,spotify:track:6GmyQws2xpUFIN5dXBNTrl,https://api.spotify.com/v1/tracks/6GmyQws2xpUFIN5dXBNTrl,https://api.spotify.com/v1/audio-analysis/6GmyQws2xpUFIN5dXBNTrl,133611,4
0.782,0.631,10,-8.473,0,0.592,0.123,0.0,0.0808,0.866,113.427,audio_features,2InS5VWKJQbsFBKOsf1cJB,spotify:track:2InS5VWKJQbsFBKOsf1cJB,https://api.spotify.com/v1/tracks/2InS5VWKJQbsFBKOsf1cJB,https://api.spotify.com/v1/audio-analysis/2InS5VWKJQbsFBKOsf1cJB,641941,5
0.877,0.779,4,-5.658,0,0.0401,0.264,0.0,0.0708,0.923,131.995,audio_features,7nGWisZ5qBx9gk8Rmi971q,spotify:track:7nGWisZ5qBx9gk8Rmi971q,https://api.spotify.com/v1/tracks/7nGWisZ5qBx9gk8Rmi971q,https://api.spotify.com/v1/audio-analysis/7nGWisZ5qBx9gk8Rmi971q,170909,4
0.6,0.862,5,-0.684,1,0.404,0.597,0.0,0.654,0.821,81.432,audio_features,6Gn8SHd3RIWjOermcidCJk,spotify:track:6Gn8SHd3RIWjOermcidCJk,https://api.spotify.com/v1/tracks/6Gn8SHd3RIWjOermcidCJk,https://api.spotify.com/v1/audio-analysis/6Gn8SHd3RIWjOermcidCJk,161884,5
0.5,0.857,2,-3.582,1,0.0974,0.266,0.0,0.732,0.816,158.074,audio_features,4ssTFuVeNJG8py5dr2P2pV,spotify:track:4ssTFuVeNJG8py5dr2P2pV,https://api.spotify.com/v1/tracks/4ssTFuVeNJG8py5dr2P2pV,https://api.spotify.com/v1/audio-analysis/4ssTFuVeNJG8py5dr2P2pV,141216,1
0.835,0.796,1,-3.167,1,0.253,0.23,0.0,0.134,0.799,130.056,audio_features,1m5nbZiPpCIi9J2irLNoxh,spotify:track:1m5nbZiPpCIi9J2irLNoxh,https://api.spotify.com/v1/tracks/1m5nbZiPpCIi9J2irLNoxh,https://api.spotify.com/v1/audio-analysis/1m5nbZiPpCIi9J2irLNoxh,192000,4
0.733,0.588,11,-0.161,0,0.175,0.593,3.66e-05,0.101,0.376,86.095,audio_features,5GV7OpSEb8MPTryL0Q5i6c,spotify:track:5GV7OpSEb8MPTryL0Q5i6c,https://api.spotify.com/v1/tracks/5GV7OpSEb8MPTryL0Q5i6c,https://api.spotify.com/v1/audio-analysis/5GV7OpSEb8MPTryL0Q5i6c,171755,3
0.621,0.449,10,-11.612,1,0.0826,0.388,0.0,0.0897,0.665,123.917,audio_features,2HWogzHGTVaCYoj3ZRVwRa,spotify:track:2HWogzHGTVaCYoj3ZRVwRa,https://api.spotify.com/v1/tracks/2HWogzHGTVaCYoj3ZRVwRa,https://api.spotify.com/v1/audio-analysis/2HWogzHGTVaCYoj3ZRVwRa,209032,4
0.675,0.588,3,-5.106,0,0.344,0.563,0.0,0.142,0.693,129.768,audio_features,7umgf0NrHZgIAI0ep64sLc,spotify:track:7umgf0NrHZgIAI0ep64sLc,https://api.spotify.com/v1/tracks/7umgf0NrHZgIAI0ep64sLc,https://api.spotify.com/v1/audio-analysis/7umgf0NrHZgIAI0ep64sLc,164139,4
0.421,0.813,3,-2.927,1,0.0574,0.313,0.0,0.371,0.559,180.22,audio_features,4kQbzdZLAeqlrw3y7o4k3i,spotify:track:4kQbzdZLAeqlrw3y7o4k3i,https://api.spotify.com/v1/tracks/4kQbzdZLAeqlrw3y7o4k3i,https://api.spotify.com/v1/audio-analysis/4kQbzdZLAeqlrw3y7o4k3i,189441,4
0.681,0.425,2,-3.946,0,0.182,0.858,0.000168,0.0967,0.501,89.645,audio_features,1mH3uSZus9IiMagMCJa4vB,spotify:track:1mH3uSZus9IiMagMCJa4vB,https://api.spotify.com/v1/tracks/1mH3uSZus9IiMagMCJa4vB,https://api.spotify.com/v1/audio-analysis/1mH3uSZus9IiMagMCJa4vB,133333,4
0.797,0.805,8,-3.602,1,0.323,0.29,0.0,0.0834,0.511,134.889,audio_features,6NYEwgaB1NESBTjPG5Vfsx,spotify:track:6NYEwgaB1NESBTjPG5Vfsx,https://api.spotify.com/v1/tracks/6NYEwgaB1NESBTjPG5Vfsx,https://api.spotify.com/v1/audio-analysis/6NYEwgaB1NESBTjPG5Vfsx,231629,4
0.706,0.866,4,-3.337,1,0.075,0.242,0.0,0.381,0.91,166.985,audio_features,476o0POREG1XMArNtHRAy2,spotify:track:476o0POREG1XMArNtHRAy2,https://api.spotify.com/v1/tracks/476o0POREG1XMArNtHRAy2,https://api.spotify.com/v1/audio-analysis/476o0POREG1XMArNtHRAy2,124512,4
0.737,0.869,8,-4.332,1,0.0543,0.496,0.0,0.669,0.706,127.001,audio_features,1t7hoiam7urTLzzSTHuSDD,spotify:track:1t7hoiam7urTLzzSTHuSDD,https://api.spotify.com/v1/tracks/1t7hoiam7urTLzzSTHuSDD,https://api.spotify.com/v1/audio-analysis/1t7hoiam7urTLzzSTHuSDD,147989,4
0.525,0.849,0,-4.001,1,0.0396,0.0931,0.0,0.0486,0.934,74.449,audio_features,3FB06ULqN0WNUSQ3UaMZnF,spotify:track:3FB06ULqN0WNUSQ3UaMZnF,https://api.spotify.com/v1/tracks/3FB06ULqN0WNUSQ3UaMZnF,https://api.spotify.com/v1/audio-analysis/3FB06ULqN0WNUSQ3UaMZnF,157245,4
0.674,0.558,3,-6.057,0,0.332,0.326,0.0,0.175,0.698,83.147,audio_features,0cpCu3J0Xg1did5lnzDCJs,spotify:track:0cpCu3J0Xg1did5lnzDCJs,https://api.spotify.com/v1/tracks/0cpCu3J0Xg1did5lnzDCJs,https://api.spotify.com/v1/audio-analysis/0cpCu3J0Xg1did5lnzDCJs,145920,5
0.795,0.603,1,-6.703,1,0.0775,0.392,0.0,0.118,0.753,124.109,audio_features,697gwO5YoSGVAnlfREIZll,spotify:track:697gwO5YoSGVAnlfREIZll,https://api.spotify.com/v1/tracks/697gwO5YoSGVAnlfREIZll,https://api.spotify.com/v1/audio-analysis/697gwO5YoSGVAnlfREIZll,232258,4
0.571,0.95,7,-2.893,0,0.09,0.21,0.0,0.958,0.543,159.881,audio_features,35D06z7kmwMmYYbyJ0BkSm,spotify:track:35D06z7kmwMmYYbyJ0BkSm,https://api.spotify.com/v1/tracks/35D06z7kmwMmYYbyJ0BkSm,https://api.spotify.com/v1/audio-analysis/35D06z7kmwMmYYbyJ0BkSm,202644,4
0.359,0.76,10,-4.632,1,0.0513,0.39,0.0,0.247,0.496,154.136,audio_features,3iam4WkRoqMoBBCwDFZNgd,spotify:track:3iam4WkRoqMoBBCwDFZNgd,https://api.spotify.com/v1/tracks/3iam4WkRoqMoBBCwDFZNgd,https://api.spotify.com/v1/audio-analysis/3iam4WkRoqMoBBCwDFZNgd,178251,4
0.664,0.839,4,-3.379,0,0.0393,0.33,0.0,0.94,0.48,109.984,audio_features,4YKujFSyakVjLdH1sDllVc,spotify:track:4YKujFSyakVjLdH1sDllVc,https://api.spotify.com/v1/tracks/4YKujFSyakVjLdH1sDllVc,https://api.spotify.com/v1/audio-analysis/4YKujFSyakVjLdH1sDllVc,173370,4
0.72,0.678,7,-4.723,0,0.0427,0.19,0.0,0.111,0.561,147.987,audio_features,0Veziue3ma20ib0JUzARrV,spotify:track:0Veziue3ma20ib0JUzARrV,https://api.spotify.com/v1/tracks/0Veziue3ma20ib0JUzARrV,https://api.spotify.com/v1/audio-analysis/0Veziue3ma20ib0JUzARrV,176633,3
0.477,0.922,1,-3.394,1,0.0606,0.112,0.0,0.371,0.521,101.571,audio_features,0QcKkN8b4iVkmVsbaze8OS,spotify:track:0QcKkN8b4iVkmVsbaze8OS,https://api.spotify.com/v1/tracks/0QcKkN8b4iVkmVsbaze8OS,https://api.spotify.com/v1/audio-analysis/0QcKkN8b4iVkmVsbaze8OS,173968,4
0.679,0.913,0,-3.833,1,0.234,0.69,0.0,0.639,0.791,135.929,audio_features,6XvFnICxXsVc8OK4eh1E9b,spotify:track:6XvFnICxXsVc8OK4eh1E9b,https://api.spotify.com/v1/tracks/6XvFnICxXsVc8OK4eh1E9b,https://api.spotify.com/v1/audio-analysis/6XvFnICxXsVc8OK4eh1E9b,158123,4
0.638,0.566,6,-1.788,1,0.192,0.409,7.27e-06,0.0852,0.707,86.885,audio_features,6nvbXA95vgyThzj2Tbhank,spotify:track:6nvbXA95vgyThzj2Tbhank,https://api.spotify.com/v1/tracks/6nvbXA95vgyThzj2Tbhank,https://api.spotify.com/v1/audio-analysis/6nvbXA95vgyThzj2Tbhank,131611,5
0.824,0.819,11,-4.263,0,0.118,0.166,0.001,0.425,0.719,94.02,audio_features,26l5FAEVr9cfaILS0szvvt,spotify:track:26l5FAEVr9cfaILS0szvvt,https://api.spotify.com/v1/tracks/26l5FAEVr9cfaILS0szvvt,https://api.spotify.com/v1/audio-analysis/26l5FAEVr9cfaILS0szvvt,162194,4
0.768,0.52,5,-5.916,0,0.05,0.347,0.0,0.0843,0.838,79.97,audio_features,1i2kguziI3ZbUZnZMKNhQ2,spotify:track:1i2kguziI3ZbUZnZMKNhQ2,https://api.spotify.com/v1/tracks/1i2kguziI3ZbUZnZMKNhQ2,https://api.spotify.com/v1/audio-analysis/1i2kguziI3ZbUZnZMKNhQ2,163500,4
0.601,0.51,11,-4.471,0,0.143,0.607,0.0,0.156,0.923,88.242,audio_features,3ZNjlT5zR0jkEVzSSZCQeJ,spotify:track:3ZNjlT5zR0jkEVzSSZCQeJ,https://api.spotify.com/v1/tracks/3ZNjlT5zR0jkEVzSSZCQeJ,https://api.spotify.com/v1/audio-analysis/3ZNjlT5zR0jkEVzSSZCQeJ,615810,4
0.827,0.894,9,-3.386,1,0.0727,0.352,8.36e-06,0.366,0.96,134.012,audio_features,6fcQIY5VSFNrK4YzDoljPQ,spotify:track:6fcQIY5VSFNrK4YzDoljPQ,https://api.spotify.com/v1/tracks/6fcQIY5VSFNrK4YzDoljPQ,https://api.spotify.com/v1/audio-analysis/6fcQIY5VSFNrK4YzDoljPQ,127220,4
0.703,0.664,5,-4.42,1,0.0283,0.691,0.0,0.356,0.432,104.065,audio_features,2IvsDK2p7Kq3aDrVtESDIg,spotify:track:2IvsDK2p7Kq3aDrVtESDIg,https://api.spotify.com/v1/tracks/2IvsDK2p7Kq3aDrVtESDIg,https://api.spotify.com/v1/audio-analysis/2IvsDK2p7Kq3aDrVtESDIg,166189,4
0.862,0.41,6,-12.573,1,0.301,0.408,1.9e-06,0.0899,0.597,120.112,audio_features,7IMgQcO4mFbv2Uqr41nJnm,spotify:track:7IMgQcO4mFbv2Uqr41nJnm,https://api.spotify.com/v1/tracks/7IMgQcO4mFbv2Uqr41nJnm,https://api.spotify.com/v1/audio-analysis/7IMgQcO4mFbv2Uqr41nJnm,178000,4
0.48,0.955,9,-4.771,1,0.178,0.123,0.0,0.393,0.337,164.126,audio_features,23IebZSNZ8VzwUr4rJNGRG,spotify:track:23IebZSNZ8VzwUr4rJNGRG,https://api.spotify.com/v1/tracks/23IebZSNZ8VzwUr4rJNGRG,https://api.spotify.com/v1/audio-analysis/23IebZSNZ8VzwUr4rJNGRG,175468,4
0.723,0.899,2,-2.428,0,0.0345,0.246,0.0,0.118,0.591,121.054,audio_features,70fRUZsAxNKuxTy8gp4nKT,spotify:track:70fRUZsAxNKuxTy8gp4nKT,https://api.spotify.com/v1/tracks/70fRUZsAxNKuxTy8gp4nKT,https://api.spotify.com/v1/audio-analysis/70fRUZsAxNKuxTy8gp4nKT,210133,4
0.641,0.843,2,-7.529,1,0.0368,0.422,0.00253,0.213,0.89,92.873,audio_features,3YBwqMrXwVbjAKmqcNf2PV,spotify:track:3YBwqMrXwVbjAKmqcNf2PV,https://api.spotify.com/v1/tracks/3YBwqMrXwVbjAKmqcNf2PV,https://api.spotify.com/v1/audio-analysis/3YBwqMrXwVbjAKmqcNf2PV,216080,4
0.619,0.998,6,-3.658,1,0.0506,0.0161,0.0,0.347,0.949,140.057,audio_features,1X0XcqGaofdhLpIY6ljXKP,spotify:track:1X0XcqGaofdhLpIY6ljXKP,https://api.spotify.com/v1/tracks/1X0XcqGaofdhLpIY6ljXKP,https://api.spotify.com/v1/audio-analysis/1X0XcqGaofdhLpIY6ljXKP,220000,3
0.589,0.883,4,-11.557,1,0.0472,0.13,0.00034,0.232,0.93,129.98,audio_features,5IUSvXnhiIxc0fAscMRkj2,spotify:track:5IUSvXnhiIxc0fAscMRkj2,https://api.spotify.com/v1/tracks/5IUSvXnhiIxc0fAscMRkj2,https://api.spotify.com/v1/audio-analysis/5IUSvXnhiIxc0fAscMRkj2,148272,4
0.731,0.999,8,-2.174,1,0.0929,0.0359,0.0,0.0265,0.931,141.094,audio_features,0NjLgGCwHAE0KhVTALxdCb,spotify:track:0NjLgGCwHAE0KhVTALxdCb,https://api.spotify.com/v1/tracks/0NjLgGCwHAE0KhVTALxdCb,https://api.spotify.com/v1/audio-analysis/0NjLgGCwHAE0KhVTALxdCb,178578,4
0.684,0.872,9,-3.02,1,0.0444,0.0376,0.0,0.0677,0.554,126.005,audio_features,1CINbWotyT3WDt9EDh3cww,spotify:track:1CINbWotyT3WDt9EDh3cww,https://api.spotify.com/v1/tracks/1CINbWotyT3WDt9EDh3cww,https://api.spotify.com/v1/audio-analysis/1CINbWotyT3WDt9EDh3cww,198813,4
0.604,0.832,9,-10.181,1,0.0406,0.361,0.0147,0.205,0.961,132.98,audio_features,4C7ICdh1SpNUefR48W76nP,spotify:track:4C7ICdh1SpNUefR48W76nP,https://api.spotify.com/v1/tracks/4C7ICdh1SpNUefR48W76nP,https://api.spotify.com/v1/audio-analysis/4C7ICdh1SpNUefR48W76nP,204107,4
0.667,0.874,7,-5.317,1,0.0416,0.28,0.0,0.567,0.94,130.01,audio_features,5oCCVPPduu3KNtf9wRo1eV,spotify:track:5oCCVPPduu3KNtf9wRo1eV,https://api.spotify.com/v1/tracks/5oCCVPPduu3KNtf9wRo1eV,https://api.spotify.com/v1/audio-analysis/5oCCVPPduu3KNtf9wRo1eV,205693,4
0.752,0.765,3,-7.218,1,0.125,0.52,0.0,0.114,0.842,159.805,audio_features,2cGlXalkjDkmHj1UsqfP4c,spotify:track:2cGlXalkjDkmHj1UsqfP4c,https://api.spotify.com/v1/tracks/2cGlXalkjDkmHj1UsqfP4c,https://api.spotify.com/v1/audio-analysis/2cGlXalkjDkmHj1UsqfP4c,163893,4
0.699,0.813,4,-4.717,1,0.0968,0.587,0.0,0.11,0.636,119.981,audio_features,3PeZRzO7dHCWFCOCv6HoGe,spotify:track:3PeZRzO7dHCWFCOCv6HoGe,https://api.spotify.com/v1/tracks/3PeZRzO7dHCWFCOCv6HoGe,https://api.spotify.com/v1/audio-analysis/3PeZRzO7dHCWFCOCv6HoGe,217847,4
0.561,0.74,2,-3.748,1,0.0441,0.163,0.0,0.0914,0.692,168.878,audio_features,4r7kIqie2wH3VanbesJmUh,spotify:track:4r7kIqie2wH3VanbesJmUh,https://api.spotify.com/v1/tracks/4r7kIqie2wH3VanbesJmUh,https://api.spotify.com/v1/audio-analysis/4r7kIqie2wH3VanbesJmUh,162173,4
0.693,0.997,8,-2.362,0,0.234,0.0806,0.0,0.269,0.336,139.961,audio_features,3NXZKCnMY9I4neCpaHF906,spotify:track:3NXZKCnMY9I4neCpaHF906,https://api.spotify.com/v1/tracks/3NXZKCnMY9I4neCpaHF906,https://api.spotify.com/v1/audio-analysis/3NXZKCnMY9I4neCpaHF906,193107,4
0.64,0.85,10,-7.291,1,0.0276,0.269,0.000232,0.251,0.911,120.357,audio_features,2kFUTFvaSqa1sZkUBoVMN0,spotify:track:2kFUTFvaSqa1sZkUBoVMN0,https://api.spotify.com/v1/tracks/2kFUTFvaSqa1sZkUBoVMN0,https://api.spotify.com/v1/audio-analysis/2kFUTFvaSqa1sZkUBoVMN0,206200,4
0.627,0.523,6,-15.154,1,0.282,0.149,0.0,0.138,0.535,116.581,audio_features,0vz4iYU4gfkTIUkOU1RcoF,spotify:track:0vz4iYU4gfkTIUkOU1RcoF,https://api.spotify.com/v1/tracks/0vz4iYU4gfkTIUkOU1RcoF,https://api.spotify.com/v1/audio-analysis/0vz4iYU4gfkTIUkOU1RcoF,287667,4
0.669,0.882,0,-3.444,1,0.059,0.136,0.0,0.216,0.95,97.99,audio_features,69wR9ENpuj1npsPreDRfdZ,spotify:track:69wR9ENpuj1npsPreDRfdZ,https://api.spotify.com/v1/tracks/69wR9ENpuj1npsPreDRfdZ,https://api.spotify.com/v1/audio-analysis/69wR9ENpuj1npsPreDRfdZ,192346,4
0.642,0.974,8,-3.238,1,0.238,0.135,0.0,0.0929,0.587,140.099,audio_features,4jNkEyCYTfCavAOHgtBsCz,spotify:track:4jNkEyCYTfCavAOHgtBsCz,https://api.spotify.com/v1/tracks/4jNkEyCYTfCavAOHgtBsCz,https://api.spotify.com/v1/audio-analysis/4jNkEyCYTfCavAOHgtBsCz,231425,4
